createdAt,title,rating,body,monthsAgo,date,farmName,avgRating,numReview,country
2021-11-16T14:32:54,Cheburashka Malenkaya,5,"Amazing place, I've been today with my kids and friend with her child, had so much fun, picked up strawberry and at thread bought some yummy ice cream.",4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Khadija Patel,5,"If you want quality then you must visit here as they have scrumptious strawberries and much more!
Lovely place for a walk with family and friends aswell as getting your ""5 a day""",3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Mr. H,5,Good well organised place to bring the family .The whole experience is all about getting back to nature and getting to pick fresh produce. …,2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Ingenium,5,"Very enjoyable experience. We found some worms in those blackberries we picked, it turns out that it’s safe to eat after a bit of research as those worms are Drosophila suzukii, but I am not sure whether it’s safe for my 3 years old son. …",2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Habib,1,"The fruits are so expensive and be careful how much you put in your basket as we had to find out the the last minute, horrible customer service at the till as we asked the lady about the prices and she was quite mean. The lady did initially …",3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,کارتون دوبله فارسی,5,My dad take me to the farm and it was really fun and exciting 😘😍😍❤️🌹,1.0,a month ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Reza,5,A lovely day with the family in the piece of the paradise!,3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Piotr Kusmierz,5,Excellent place for all family..just not come too late..,4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Khilna Shah,5,Always nice to do our annual trip to Parkside and pick fruits and vegetables.,2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Hayley Bunny,1,Was a rather enjoyable day although customer service could be much more welcoming due an elderly staff member who had an unwillingness to give more than 5 boxes for a party of 9 and had to quarrel for more but is understandable considering …,2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,ANUJANI CHAUDHARY,5,Lovely farm for the kids to enjoy....pick ur own strawberry raspberry blackberry... corn french beans.,3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Laura Lubane,5,"Amaizing experience, fresh fruit and vegetables!",4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Jun,5,Enjoyed my time at parkside farm picking my own fruits and vegetables.,3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,GS AHLUWALIA,5,"Courteous  staff. Great pick ups  of quality fruits - Raspberries,  Blackberries & of course Strawberries and vegetables. All at reasonably prices.",1.0,a month ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Claudette Little,5,This is a wonderful place for picking your own organic fruits and veg. Grandchildren enjoyed it. Staff are great 👍🏽 can't wait for next crop.,0.75,3 weeks ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Masum Hayder,4,"Being near London, it's very busy in peak summer season. But there are ample parking space. Definitely strawberry is the most demanding item in summer. Other fruit and veg are also in good demand. Overall, very good value for money and definitely good fun for kids and also for while family. I take opportunity to go every year.",3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Shaba Ali,5,Excellent fruit picking and easy system 👍,4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Maria Grazia D'Alvano,5,"beautiful experience for both adults and children ... my kids had a great time, really tasty sweet strawberries🍓",4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Gulam Mosthafa,4,"Lovely place to visit with the family, pick your own fruit and veg, it's just nice to go out for a couple hours, the kids enjoyed picking their own fruits and veg.. Lots of walking but very good.. Good parking facilities, great customer service.. Overall good",2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Ankita Bulsara,5,Amazing experience. A must visit place with friends and family,2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Michelle M,4,"Easily accessible location in North London. Good variety of crops. We visited in summer and picked strawberry, raspberry, red currant, beetroot and courgette. Online booking system in place - book ahead!",2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Coolnikas,5,Amazing experience at the farm. Had a good family time picking up strawberry and the other veggies. The kids loved the day out. Truly recommended.,1.0,a month ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Razna Uddin,5,"Great 👍 experience today, we have lots of lovely and tasty strawberries 😋 🍓",4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,John Davis,5,Great place to take the family. Good range of fruit and veg to pick.,4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Kieran Knight,5,"Great place, lovely staff, very well priced and the fruit is divine!",3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Berfin,5,I have been visiting here since 25 years i am now 25 and really enjoy visiting here reminds me of my childhood. Very friendly staff with delicious fruits. Strawberries were very sweet and tasted amazing. I always make strawberry jam with the strawberries. I love it here and cant wait to come back,2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Sarah Shorter,5,Very beautiful and lots of lovely fruits and vegetables!,4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,j iqbal,4,Perfect place for day out. We enjoyed picking fruits. There  are toilets near entrance. No space for sitting in farm. My parents get tired but unfortunately no resting  place. I found some benches on entrance though.,2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Jithin Zachariah,5,Good one. Reasonable charges and you can pick for the money you paid.,4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Scott,5,This place is great. Lovely fruit and I still can't believe they let you have as much as you can eat for free.,1.0,a month ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,emma tilley,5,"Such a large choice of fruit and vegetables to pick! Booking is online in advance! Great fun for all the family. Sad to see people picking things then disgarding them such as the beetroots. Make sure you take sunscreen, a hat and a drink or 2 on hot days",3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Matthew Willson,4,"You won't be saving money compared with the supermarket, but it's a fun family activity. …",2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Mir Khan,3,If you enjoy picking up fruit and vegetables then this place is for you Both my kids 9 & 5 years old really enjoyed the experience of picking strawberries Raspberries and other vegetables,1.0,a month ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Val Mauritian,5,Amazing and awesome for children. Learning experience. Great day out with family. Will definitely go again.  Highly recommend and friendly staff.,3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Shirley E Blenman,5,Very beautiful  clean and well maintained farm. Staff very friendly and helpful as this was my first visit. Families 👪welcomed with children of all ages included ❤💙,3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,M Ade,5,"A very pleasant farm, well organised system right from the start - from on line booking, car park facility and actual picking of the fruits & veg. The produce were absolutely gorgeous with reasonable price and friendly staff.",2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Keston Neunie,4,"Good variety of produce. Strawberry sections are released periodically so when you book a visit time slot, you're likely to have new rows opened to pick from - so they are not all depleted by earlier visitors. Child friendly activity.",4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Love Boateng,5,My children really loved it and we will go again in summer.  A nice place to take children,2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Swagat Kundu,5,Great place to spend a day with kids. Even you become one plucking the many choices of vegetables and fruits. …,2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Clare Hill,5,"This is one of my favourite outings. We went with no idea what to expect and found an incredibly organised operation.
Pick how ever many strawberries and other crops that are in season as you like …",5.0,5 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Simone Yorke,5,A great experience for any city children or fruit and veg lover.,1.0,a month ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Samhita Dharel,5,Lovely place to pick some tabletop strawberries. The strawberries this year are very sweet and juicy even the small ones. Blackberries weren't  ready when we went . We may go back towards end of August for some sweetcorns.,3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Stefan-Gabriel Gavrilas,5,"Great experience and very large farm, had lots of fun exploring it. 10/10 will visit again.",1.0,a month ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Tyty A-Pedro,5,Amazing fruit farm,3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Eddie Somers,4,Great raspberries and sweetcorn.,2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Anm Haidar Hossain,5,"Great place to spend quality family time, pick fruits and vegetables.
I expected the strawberries and other fruits to be sweet but wasn't how I expected.",3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Sienna Marcos,4,"great experience, my kids had the best time! really big farm. go earlier rather than later 😉",3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Etem Dindjer,5,We loved the incredibly delicious and fragrant strawberries. We also loaded up on broad beans and beetroot. A wonderful place run by some lovely people.,4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Nykoll Poet,5,"Bring wellies. Hard to get to without car/cab. Nearest station is Cockfosters, then take a cab, cost around £8. when you get to the farm pay £4 per person for entry and then pick as much as you like then checkout, at checkout they will …",3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Hosna,4,lovely stuff but mean staff :(,8.0,8 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Eric Adjei,5,"It was amazing, the kids really enjoyed picking from the farm and didn't want to leave when it was time to leave",2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Ben Doof,4,Great place to pick berries.,3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Stephanie Tubbritt,5,"My partner and I visited worried it would be mainly for kids, but it was such a fun experience and highly recommend it! We had such delicious fresh produce for a week after!",3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Adey,5,"2 hours of picking, juicy, sweet strawberries and assorted veg. Check out their website to see what's in season; fun for the whole family.",4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Laura Marston,5,"What a fantastic place. It was busy,  but not crowded due to online booking via the website.
Super clean,  really organised, you know exactly what fields are open and where …",4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Silvana Ravella,5,We were late arriving but they still let us in there were not many people there it is a very big farm with plenty of fruit and vegetables to pick we had a very happy time,3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,abdur bhaiyat,4,I regularly visit this place every year. Good place to Get fruit and veg. I was disappointed that we were not allowed to pick strawberries this time.,2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Carrie W,1,"Non humanity at all! First time heard this place today and came immediately, took us more than an hour to arrive at 3:30pm. We were refused to enter because didn’t book online which we have completely no idea need book online. It’s going to close at 5:30pm and an open farm any way. Very disappointed indeed!!!",1.0,a month ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Shennar Okirie,5,Such a great experience with my family picking fruit - highly recommend!,2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Koliberek,5,Wow. So many strawberries.,4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Aakash Soni,5,Good selection of fresh fruits and vegetables to pick from. Reasonably priced.,2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Seamus Gallagher,5,Great afternoon with my little Berry muncher ops Berry pickers back next week for some more fruit and veg and the ice cream is so bad I will buy it all so no one gets disappointed lol its amazing strawberry is 10/10,3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Gabriela P,4,"Very good produce, a huge area. Would be nice to offer some benches around for elderly and children",4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Prachi Dandgawal,5,Memorable experience. Kids love to explore everything. Very clean n tidy.,4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Adam Dryer,4,Bountiful amounts of vegetables and fruits at very reasonable prices better than the supermarket,2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Helin,5,Picked loads of good fruit,3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Heidi Patrick,5,Well organised ticketing and access. Had a great time picking a good variety of produce.,3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Louise Graham,5,Took my 2 children along to this farm and it was such a lovely day out. Will be going back next year.,3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Haydn White,5,"awesome fresh fruit and lovely stroll around, great for kids so family fun for all",3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Linda D,5,It was very refreshing to go the farm will visit again,2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Vasily Maslukovs,5,Nice experience! Make sure to pick and eat the beetroot leaves! High in vitamins K and A!,3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Adetoyese Ogungbe,4,Exciting experience picking fresh produce off the farm!,2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Eni Adeleye,5,A great family activity for all ages. Such fresh fruit and veg!,4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Davina Gooden,5,Great variety of pick your own fruit and veg.,2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Adnan,3,Nice place to visit but make sure how many fruites and veggies are ready to make your visit worthwhile,3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Amal B,5,Amazing ppace for children to pick fruits and veg but also have a good wander!,4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,N,4,"Well organised, large farm, good produce.",2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Monkey Butter,4,Good strawberries and corn but not much range in produce.  Can get very busy on sunny days.,3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Maitripushpa Bois,5,Where else but here to pick fresh fruit? So well organised and helpful,4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Helene White,5,Love the pre book system. Hopefully they keep it going forwards,2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Syed Aun Mohammed Akhtar,4,Beautiful place to take the family. And so close to North London!,3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,henrietta adjei,1,Love fruit picking went with my grandson he loved it,2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,David Davis,5,Great morning had by all with beautiful & tasty fruit.,3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Deana Ignatiou,5,Its a great experience for adults and kids... paths are pushchair friendly and fruit and veg are priced well,3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,yiddish 42,5,Best place to take kids! Really lovely and very friendly staff,4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,femi vora,5,"Loved the place, kids were super happy, nice fresh fruit and veg",4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Ewa Kalata,5,"As always, amazing place to relax and spend time with family 🥰🥰🥰",3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Faithty B,2,"The staff there are rude, they never tell tell you the prices until the end and then one full basket could be around £15 when I can buy it somewhere else cheaper. Plus you have to pay for everything. Wouldn’t recommend it.",3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Esaura Henia,5,Enjoyed the day  staff were fantastic.,1.0,a month ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Olayinka Sholaja,4,Nice huge farm with variety of fruits and vegetable to pick. I'd suggest that the crop availablilty should be updated regularly on their website so you know what is available to pick when you visit,3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Subrina Hossain,4,Brilliant,1.0,a month ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Tina You,5,Lovely farm and tasty strawberries!,0.75,3 weeks ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Ross Martin,4,"Good place to enjoy weekends with kids. Strawberries,Strawberries and 🍓🍓🍓",3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Alejandro Moreno Lopez,5,"Lovely day outdoors, and kids love learning where veggies come from",4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Bleaja Elisa,1,"Couldn’t go in there without a booking , which is ridiculous because on the website didn’t mentioned it",5.0,5 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Steffi Cardoz,4,It's a beautiful place...I loved the strawberries 🥰,4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Kris Ramgoolam,3,"We got there a bit too early. The farm definitely deserves another visit, may be end of this month or early Aug.",4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Meldy cee,5,Its lovely! Friendly staff and the sweetest strawberries ever!!,4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Michael Joyce,5,Very well laid out lots of fruit and veg,4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Lucia Popovici,5,What a lovely farm 🚜 totally worth going,4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Ruth Clarke,5,Lovely staff and lovely produce egarly awaiting the honey,4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Douce,4,Lovely place to pick your own fruit and vegs,4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,J_M_ xSolosis,5,Possibly fresher as it gets there is no better experience then picking your vegetables and fruits from the fruit and vegetables farm.,2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Imad Alqasim,5,"Not far from London
Many corps , strawberry 🍓,  Roseberry,  Onion and other Vegetables
Good experience",3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Veydant Gupta,5,amazing produce and its a great experience to be here,3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Linda Young,3,Good day out with family but fruit and veg too expensive. I will stick with the supermarkets.,2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,TrailTale,5,Fine produce and good covid control,3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Nisha Patel,5,Lovely very sweet juicy strawberries 😍,4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Deborah Foat,5,"Great day out, produce lovely",3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Ahmed Afsa,4,Amazing experiences fun for kids and adult.,4.0,4 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Anowar Azad,5,Nice place to go with the family.,3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,ahshan M,4,"This place is amazing! Super friendly staff. Wheelchair access available.
Toilets are unclean and need to looked at/updated.",10.0,10 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,rukia sultana,4,"Please can anyone inform, is there any pumkin.",3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Craig McLean,4,Great PYO farm. Loads of crops and great COVID safety!,8.0,8 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,B E K,2,Ridiculous you have to book before you can enter,2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,laura vaughan,4,Great day picking strawberries,3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Keziah George,5,We had a great time!,3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,the Dot.,4,It's calm,1.0,a month ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Nena K Quayeem,2,Nice will again,2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Jofroop,5,the veggies are very big here,2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,RASHED MAMUN,5,Children just loves this place,3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,I Am Energy !,5,Very nice 👌,2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Jay J,1,Nice staff with full of 😃,3.0,3 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,Meera Shah,5,Really enjoyed it!,2.0,2 months ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,jliberman “jliberman”,5,Great variety,1.0,a month ago,Parkside Farm Pick Your Own,4.6,1586,England
2021-11-16T14:32:54,ayla un,5,"It is the best pick your own farm. Very well organised. Plenty of strawberries, raspberries and blackberries. All in all a good experience.",11.0,11 months ago,Parkside Farm Pick Your Own,4.6,1586,England
